title,genres,release_date,release_country,review_rating,movie_run_time,cast,language,filming_locations
The Wolves of Savin Hill (2017),Crime| Drama| Horror,01-09-2017,USA,7.4,100 min,David Cooley|Brian Scannell|Kurt Fuller|Jack McGee|Michael Massee|Paul Carafotes|Tim DeZarn|Tonya Cornelisse|Megan Davis|Suzanne Willard|Jordan Van Vranken|Marco Verdier|Jason Oliver|Tiprin Mandalay|Nicole Haddad,English,"Los Angeles, California, USA"
Necronos (2010),Horror,18-03-2014,USA,3.8,127 min,Thomas Sender|Manoush|Timo Fuchs|Mario Zimmerschitt|Alexander Andreszka|Tanja Karius|Saskia Neumüller|Mike Weishaupt|Denissa Schmidt|Toni Reckert|Patrick Bender|Luna B.|Bloody Marlen|Ann-Christin Rosenkranz|Andrea Schmitt,German,"Bingen, Rhineland-Palatinate, Germany"
Another Kind (2013),Horror| Thriller,23-11-2013,USA,5.2,76 min,Jamie Law|Nate Miller|Laura Ramadei|Patrick Woodall,English,"Brooklyn, New York City, New York, USA"
"Die, My Dear (2017)",Drama| Horror| Thriller,01-01-2017,USA,7.4,90 min,Thomas Burks|Deirdre McCauley|Jeannie Ferrara|Bobe Kirsche|Michelle Vallentyne|Penelope Morgan,English,"Pacific Grove, California, USA"
Collapse (2011),Horror| Thriller,23-09-2014,USA,4.9,88 min,Chris Mulkey|Karen Landry|Travis Slade Reinders|Linnea Quigley|Angela Gollan|Michael Cornelison|Travis Shepherd|Clint Curtis|Mike Tweeton|Ray H. Thompson|Justin Marxen|Ethan Henry|Troy Hollatz|Justin Beahm|Lauren Bartusek,English,"West Branch, Iowa, USA"
The 13th Unit (2014),Horror| Sci-Fi| Thriller,01-02-2014,USA,2.7,79 min,John Allen Phillips|Lance Aaron|Aidan Bristow|Robbie Daymond|Rocki DuCharme|Carlos Joseph|Kate Kelly|Amanda May|Jenna McCombie|Matthew Keoki Miller|Chris Noonan|Barry Onody|Sarah Yahr Tucker,English,"Loyola Marymount University - 1 LMU Drive, Westchester, Los Angeles, California, USA"
The Crypt (2009),Horror,29-01-2015,Peru,3.4,84 min,Sarah Oh|Mike Ranallo|Abra May|Cristen Irene|Joanna Ke|Delaina Stevens|R. Keith Wilson|Nathan Hill|Michael David Hill|Hollywood Yates|Seth Gandrud|Savanah D. McMahon|E. Adam Thomas,English|Spanish,"Scottsdale, Arizona, USA"
Time to Kill (2014),Action| Horror| Thriller,21-03-2014,USA,5.7,71 min,Ellie Church|Debbie Rochon|Charlie Moon|Jason Hignite|Christine Carollo|Miles Spinelli|Edward Gracey|Cassandra Baun|Brigid Macaulay|Kristi Komet|Danyelle Rayna|Maella Cai Vane|Bob East|Branden Yates|Lady,English,"Indianapolis, Indiana, USA"
Feed the light (2014),Horror,12-04-2014,USA,7.2,75 min,Lina Sundén|Martin Jirhamn|Jenny Lampa|Patrik Karlson|Ingrid Torstensson|Morgan Schagerberg|Henrik Möller|Henrik Rambe|Peter Wirén|Håkan Elliot|Frank|Niklas Jönsson|Peter Persson|Osten Östberg|Karin Bertling,Swedish|Scanian,"Malmö, Skåne län, Sweden"
Cool as Hell (2013),Comedy| Horror,19-02-2013,USA,4.4,100 min,James Balsamo|Tom Savini|Andrew W.K.|Dan E. Danger|Frank Mullen|David Naughton|Billy Walsh|Tim Ritter|Scott Levy|Donald Farmer|Caleb Emerson|Lauren Adamkiewicz|Samantha Rose|Sam Awry|Mike Ceglia,English,"New York City, New York, USA"
The Giant Spider (2013),Horror| Sci-Fi,01-05-2013,USA,6.6,71 min,Shannon McDonough|Daniel Sjerven|Billie Jo Konze|Michael Cook|James Norgard|Mark Haider|Ware Carlton-Ford|Aaron Courteau|Elliott Mihm|Alice Mihm|Stephanie Mihm|Cherie Gallinati|Kira Pontiff|Melissa Dirtzu|Ann Segar,English|Esperanto,"Arden Hills, Minnesota, USA"
Dark Waves (2015),Fantasy| Horror,09-08-2016,USA,4.3,86 min,Giovanni Andriuoli|Angelo Campus|Luca Canonici|David D'Ingeo|Nancy de Lucia|Gabriele Guerra|Arian Levanael|Antonella Salvucci,Italian,Italy
Paranormal Island (2014),Horror,10-12-2016,Philippines,3.1,82 min,Briana Evigan|Lance Henriksen|Randy Wayne|Brian Christensen|Ben Elliott|Joe Farina|Eddie J. Fernandez Jr.|Stacy Fuson|Patrick Giraudi|Sarah Karges|Ashley Lobo|Ben Marten|Steve Rally|Tony Valle|Quincy Villanueva,English,"Antioch, Illinois, USA"
The Jokesters (2015),Comedy| Horror| Thriller,21-07-2015,USA,3.6,80 min,Nathan Reid|Gabriel Tigerman|Luis Jose Lopez|Dante Spencer|Jen Yeager|Jodie Bentley|Jim Dowd|Angie Simms|Sandra Stone|Vanessa Elese Garcia|Caryn West|Michael Scheafer|Sammy Sage|Chamia Lane|Chris Fernandez,English,"Los Angeles, California, USA"
House of Blood (2013),Action| Horror| Thriller,10-04-2013,USA,6.3,88 min,Peter Hooten|Brian Kahrs|Mike Kradlak|Jade Marie Lorraine|Owen Harn|Lauren Nash|Tiffany Gans|Armand Antonio Vidal|Ken Anthony II|Margrette Auril|Wes Boland|Christopher d Boone|Sandra Boone|Annette Breazeale|Robert Brown,English,"Sarasota, Florida, USA"
Chill: The Killing Games (2013),Horror| Mystery| Thriller,22-09-2015,USA,3.4,114 min,Roger Conners|Bradley Michael Arner|Kelly Rogers|David Gilmore|Jason Orr|Angelia DeLuca|Erinn Bakun|D.J. Remark|Michael Kafury|Wednesday Vinson|Rick Montgomery Jr.|Meredith Holland|Bella Sin|Theresa Pedone|Janine Sarnowski,English,"Garfield Heights, Ohio, USA"
Tied in Blood (2012),Drama| Horror| Mystery| Thriller,01-02-2012,USA,3.5,88 min,Paul McEwan|Laura Donoughue|Kenneth G. Hodgson|Chris Leach|Denise Cooke|Alan Brent|Christopher Havard|Anthony Watt|Alison Rust|Amie Morris|Dave Guest,English,"Haworth, West Yorkshire, England, UK"
Krapiva (2016),Action| Comedy| Drama| Horror| Sci-Fi| Thriller,31-10-2016,Russia,7.9,63 min,Nikita Kuznetsov|Nikolay Yeriomin|Dmitriy Rasseko|Ivan Yakovidish|Sergey A.|Viktor Murzikov|Yuriy Andreev|Sergey Mudrov|Daniil Lazarenkov|Dmitriy Khmelyov|Artyom Tromskiy|Anzhela Lieders|Sergey Lesovoy|Evgeniy Mishukhin|Vlad Filin,Russian|English,"Vinnytsia, Ukraine"
Haunted Mansion (2015),Horror| Thriller,25-12-2015,Philippines,6.4,110 min,Janella Salvador|Marlo Mortel|Jerome Ponce|Janice de Belen|Iza Calzado|Dominic Ochoa|LJ Reyes|Joem Bascon|Sharlene San Pedro|Ingrid Dela Paz|Devon Seron|Eliza Pineda|Phytos Ramirez|Paolo Gumabao|Lilet,Filipino|Tagalog,"Cabuyao, Laguna, Philippines"
FPS: First Person Shooter (2014),Horror,08-04-2014,Austria,4.2,80 min,Jürgen Sütterlin|Sascha Strack|Atlanta Lützelschwab|Tobias Winkler|Hans Lützelschwab|Achim Lützelschwab|Sebastian Kettner|Andreas Luetzelschwab|Ines Klein|Stephan Weyte|Rob Banks|Keaton Blackwood|Rick Whelan|Josue Gaona|Ron Masa,English,"Luisenklinik, Vöhrenbach, Baden-Württemberg, Germany"
Lost Place (2013),Horror| Mystery| Thriller,19-09-2013,Germany,4.4,101 min,François Goeske|Jytte-Merle Böhrnsen|Pit Bukowski|Josefine Preuß|Anatole Taubman|Björn Bugri|Georg Kammerer|Rike Eckermann|Oliver Koch|Jenny Bins,German|English,"Palatinate Forest, Rhineland-Palatinate, Germany"
Prosper (2014),Horror| Thriller,03-03-2014,USA,8.8,93 min,April Hollingsworth|Shayla Love|Nic Wolfe|Davien Harlis|Renier Cortes|Walnette Marie Santiago|Anastasia Pekhtereva|Sonya Thompson|Diva Tyler|Addy Miller|Blake Cooper|Jade Nicolette|Garrick Parks|Susan D'Angelo|Samme William,English,"Lawrenceville, Georgia, USA"
Viewer Discretion Advised (1998),Comedy| Horror,01-05-2012,USA,4.3,105 min,Ken Donovan|Philip Morton|Caroline Jett|Tommy Blaze|William Smith|Kerry Glamsch|John Huls|Paul Murphy|Michael DuMouchel|George N. Cahill III|Sheri Cook|Meaghan Prester|Marybeth Young,English,"Florida, USA"
Brackenmore (2016),Horror| Thriller,01-01-2016,UK,4.7,72 min,Sophie Hopkins|Joe Kennard|Elaine Kennedy|Margaret O'Sullivan|D.J. McGrath|Bertie Brosnan|Helena O'Connor|Kieran Baker,English,"London, England, UK"
Hungerford (2014),Horror| Sci-Fi,03-10-2014,USA,4,79 min,Georgia Bradley|Sam Carter|Drew Casson|Mark Cusack|James Haslam|Matthew Jackson|Lee Kelly|Nigel Morgan|Colin Murtagh|Paul Radziwill|Tom Scarlett|Jenna Sharpe|Kitty Speed|Colin Stark,English,"Hungerford, London, England, UK"
Heavy Makeup (2015),Horror| Mystery| Thriller,30-10-2015,USA,8,120 min,Share Cherrie|Juli Kreko|Whitney Quinlan|Gia Franzia|Jessica Velle|Ophelia Demure|Belle Heflin|Rachel Alig|Brittany Andrews|Pedro Diaz|Anthony Carrillo|Zens Varoni|Angelie Hollywood|Patrick Moreira|J. Daniel Mesta,English,"Los Angeles, California, USA"
The 5th Kind (2017),Horror,20-08-2017,USA,4.2,72 min,Zech Johnson|Sean Taylor|Randall Cropp|Jeremy Michael Pereira|Christopher Cowley|Harold Dennis|Gemma Garcia|Chelsea Taylor Leech|August Lysy|Walt Sloan|Joette Waters,English,"Portage, Michigan, USA"
Survival Knife (2016),Horror| Thriller,26-01-2016,USA,3.6,90 min,Tara Davis|Danielle Donahue|Josh Ebel|Chrissy Jenness|Melody Joy|Tom Kolos|Jesse-Lee Lafferty|Bruce Lentz|Dawn Lilly|Kaitlyn Shoeb|Candice Starks|Lonnie Thomas|Melissa Troughtzmantz|Manfred Woodall,English,"Pittsburgh, Pennsylvania, USA"
Bajo la Rosa (2017),Crime| Drama| Horror| Mystery,01-01-2017,Spain,7,99 min,Ramiro Blas|Pedro Casablanc|Ignacio Fernández|Elisabet Gelabert|Zack Gómez|Miquel Insua|Eva Llorach|Carles Moreu|Patricia Olmedo|Piero Olmedo|Miriam Raya,Spanish,"Madrid, Spain"
The Hybrid (2014),Horror| Sci-Fi,03-04-2014,Sweden,4.7,94 min,John Lynch|Morjana Alaoui|Craig Conway|Antonia Thomas|Jumayn Hunter|Beth Winslet|Ned Dennehy|Perri Hanson|Edward Dogliani|Chris Ellis-Stanton|Sophia Hatfield|Aiste Gramantaite|Brendan O'Brien|Ebba O'Brien|Amy Cameron,English|Russian,"Huddersfield, West Yorkshire, England, UK"
Killjoy Goes to Hell (2012),Comedy| Horror,15-09-2012,USA,5.2,93 min,Trent Haaga|Victoria De Mare|Al Burke|Tai Chan Ngo|Jessica Whitaker|John Karyus|Lisa Goodman|Aqueela Zoll|Cecil Burroughs|Jason R. Moore|Randy Mermell|Raymond James Calhoun|Ian Roberts|Stephen F. Cardwell|Jim Tavaré,English,"Los Angeles, California, USA"
Spidarlings (2016),Comedy| Horror| Musical| Romance| Thriller,01-07-2017,USA,7.5,120 min,Sophia Disgrace|Rahel Kapsaski|Lee Mark Jones|Rusty Goffe|Lloyd Kaufman|Jeff Kristian|Soozi Chameleone|Toshio Maeda|Gabriella Kapsaski|Kjell De Kerpel|Tiffaney Wells|Lynn Ruth Miller|Victor Sobchak|Salem Kapsaski|Kamelia Alexander,English|French|Greek,"Rainham, Essex, UK"
Cult of the Vampire (2016),Fantasy| Horror,18-05-2016,France,6.5,77 min,Iva Stelmak|Megan Porter|Christina Collard|Jinny Lee Story|Peter J. Morton|John Michaelson|Joanna Ranee Wood|Sarah Himadeh|Spero Chumas|Phil Pritchard|Lorri Amsden|Julian R. Booth|Leonel Claude|Paul Cross|Elodie Hara,English,"Los Angeles, California, USA"
Dead Rush (2016),Comedy| Horror,31-03-2016,Canada,3.2,78 min,Jamie Elizabeth Sampson|Alex MacPherson|Amylea Devauge|David Michael Moote|Raven Cousens|Timothy Paul McCarthy|Charlie Hamilton|Rich Piatkowski|Cassandra Derr|John Migliore|Andrew Dougherty|Caleigh Le Grand|Trevor Ramai Jr.|Austin Duffy|John Fielding,English,"Kitchener, Ontario, Canada"
Kill Me Now (2012),Comedy| Horror,05-12-2012,USA,5.9,85 min,Michael Swaim|Jacob Reed|Beck Bennett|Brett Fancy|Kaitlin Large|Kyle Mooney|Nick Mundy|Daniel Rubiano|Lisa Marie King|Nicholas Rutherford|Katie Willert|Noah Byrne|Brentan Schellenbach|Katy Stoll|Andy Trask,English,"Effingham, Illinois, USA"
Killer Piñata (2015),Comedy| Horror,05-12-2015,USA,5.6,87 min,Lindsay Ashcroft|Nate Bryan|Billy Chengary|Sheila Edmiston|Elvis Garcia|Daniel Hawkes|Eliza-Jane Morris|Davinia Palmer|Steven James Price|Joette Waters|Nick Weeks,English,"Logan Square, Chicago, Illinois, USA"
3 Wicked Witches (2014),Horror,01-01-2014,USA,4.4,75 min,Kristine DeBell|Lisa London|Helene Udy|Eric Diedrich|Casey Faddis|Dominic Lufrano|John Luke|Sean Paulsen|Alex Neal|Bryce Sorensen|Nic Luken,English,"24389 Dry Canyon Cold Creek Road, Calabasas, California, USA"
Day of the Mummy (2014),Horror,20-10-2014,UK,2.5,81 min,Danny Glover|William McNamara|Nimi|Philip Marlatt|Anthony Fanelli|Andrea Monier|Brandon deSpain|Michael Cortez|Robin Steffen|Tim Maloney|Eric Young|Natalie De Luna|Juan Rodriguez|Brandon Hendrix,English,"Caracas, Venezuela"
Afterimages (2014),Fantasy| Horror| Thriller,11-09-2014,Singapore,5.2,92 min,Sheena Chan|Pamelyn Chee|Daniel Jenkins|Keagan Kang|Mike Kasem|Michael Kwah|Kevin Lagrange|Marcus Lee|Kay Tong Lim|Yu Beng Lim|Esther Low|Jeremy Meyer|Adeline Pang|Laurence Pang|Sylvester Pillay,English,Singapore
Last Kind Words (2012),Drama| Horror| Mystery| Romance| Thriller,24-03-2012,USA,4.9,87 min,Brad Dourif|Spencer Daniels|Alexia Fast|Marianne Hagan|Sarah Steele|Clay Wilcox|Rich Williams|Lee Vervoort|Darrell P. Miller|Trey Mingee|Rick Montgomery Jr.|Mary Katherine Murphy|Ron Eliot|Griffin Saunders|Eleanor McKenna,English,"Hudson, Kentucky, USA"
Dyke Hard (2014),Action| Comedy| Horror| Musical| Sci-Fi,06-03-2015,Sweden,5,90 min,Peggy Sands|Alle Eriksson|M. Wågensjö|Lina Kurttila|Iki Gonzalez Magnusson|Josephine Krieg|Anitha Nygårds|Engla Famne|Alexi Carpentieri|Peter Ahlgren|Ylva Maria Thompson|Ann-Charlotte Andersson|Ingrid Andersson|Zazanita Ekberg|Tina Gunell,Swedish|English,"Stockholm, Sweden"
This Book Is Cursed (2017),Horror,02-04-2017,USA,4,73 min,Paul Buxton|Michael Cook|Cory Crowell|Norman Gale|Mason Hatleli|Shanta Krinsky|Justin LeMay|Curtis Meyer|Crystalynn Oldenburg|Amy Radloff|Joel Thingvall|Alex Wank|Crystal Welker,English,"Wisconsin, USA"
Don't Go Into the House by the Woods (2017),Crime| Horror| Mystery| Thriller,13-03-2017,USA,5.6,80 min,Richàrd A. LaBon|Alen Rios|Samuel Torres Wagner|Alex Velazquez|Manny Velazquez,English,"Chicago, Illinois, USA"
Devil May Call (2013),Horror| Thriller,01-01-2013,USA,4.4,84 min,Corri English|Tyler Mane|Traci Lords|Van Hansis|Camillia Monet|Daniel Hugh Kelly|Tracy Perez|Scott Thomas Reynolds|Phoebe Phillips|Arthur Oganesyan|Leora Kashani|Krystal Alvarez|Joe Cabello|Krystelle Lorraine|Carina Aviles Marshall,English,"Los Angeles, California, USA"
